2024-08-28 16:19:19,673 INFO    Thread-17 :10441 [dir_watcher.py:_on_file_created():271] file/dir created: /home/hiro/3d_tooth_seg/code/wandb/run-20240828_161914-9s6nqz8d/files/requirements.txt
2024-08-28 16:19:19,673 INFO    Thread-17 :10441 [dir_watcher.py:_on_file_created():271] file/dir created: /home/hiro/3d_tooth_seg/code/wandb/run-20240828_161914-9s6nqz8d/files/wandb-metadata.json
2024-08-28 16:19:20,079 DEBUG   SenderThread:10441 [sender.py:send():391] send: telemetry
2024-08-28 16:19:20,080 DEBUG   HandlerThread:10441 [handler.py:handle_request():158] handle_request: status_report
2024-08-28 16:19:20,420 INFO    wandb-upload_0:10441 [upload_job.py:push():130] Uploaded file /tmp/tmp90o2oqfqwandb/xg4v3ft4-wandb-metadata.json
2024-08-28 16:19:20,668 DEBUG   HandlerThread:10441 [handler.py:handle_request():158] handle_request: internal_messages
2024-08-28 16:19:20,674 INFO    Thread-17 :10441 [dir_watcher.py:_on_file_created():271] file/dir created: /home/hiro/3d_tooth_seg/code/wandb/run-20240828_161914-9s6nqz8d/files/output.log
2024-08-28 16:19:21,668 DEBUG   HandlerThread:10441 [handler.py:handle_request():158] handle_request: internal_messages
2024-08-28 16:19:22,668 DEBUG   HandlerThread:10441 [handler.py:handle_request():158] handle_request: internal_messages
2024-08-28 16:19:22,677 INFO    Thread-17 :10441 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/hiro/3d_tooth_seg/code/wandb/run-20240828_161914-9s6nqz8d/files/output.log
2024-08-28 16:19:23,669 DEBUG   HandlerThread:10441 [handler.py:handle_request():158] handle_request: internal_messages
2024-08-28 16:19:24,670 DEBUG   HandlerThread:10441 [handler.py:handle_request():158] handle_request: internal_messages
2024-08-28 16:19:25,668 DEBUG   HandlerThread:10441 [handler.py:handle_request():158] handle_request: internal_messages
2024-08-28 16:19:25,669 DEBUG   HandlerThread:10441 [handler.py:handle_request():158] handle_request: status_report
2024-08-28 16:19:26,668 DEBUG   HandlerThread:10441 [handler.py:handle_request():158] handle_request: internal_messages
2024-08-28 16:19:27,670 DEBUG   HandlerThread:10441 [handler.py:handle_request():158] handle_request: internal_messages
2024-08-28 16:19:28,670 DEBUG   HandlerThread:10441 [handler.py:handle_request():158] handle_request: internal_messages
2024-08-28 16:19:29,668 DEBUG   HandlerThread:10441 [handler.py:handle_request():158] handle_request: internal_messages
